Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
navigateToUrl(URL + CONTACT),Chrome 120.0.0.0,,,2023-12-18 12:39:00,2023-12-18 12:39:00,"0,123s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Blog""))",Chrome 120.0.0.0,,,2023-12-18 12:39:00,2023-12-18 12:39:00,"0,522s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Blog - RisQIT/h1_Blog""), ""Blog"")",Chrome 120.0.0.0,,,2023-12-18 12:39:00,2023-12-18 12:39:01,"0,604s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Vacatures""))",Chrome 120.0.0.0,,,2023-12-18 12:39:01,2023-12-18 12:39:01,"0,327s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Vacatures - RisQIT/h1_Vacatures""), ""Vacatures"")",Chrome 120.0.0.0,,,2023-12-18 12:39:01,2023-12-18 12:39:01,"0,126s",PASSED
navigateToUrl(URL + CONTACT),Chrome 120.0.0.0,,,2023-12-18 12:39:01,2023-12-18 12:39:01,"0,095s",PASSED
"click(findTestObject(""Object Repository/MenuTopbar/Page_Vacatures - RisQIT/div_Contact opnemen""))",Chrome 120.0.0.0,,,2023-12-18 12:39:01,2023-12-18 12:39:02,"0,525s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Contact - RisQIT/h1_Contact""), ""Contact"")",Chrome 120.0.0.0,,,2023-12-18 12:39:02,2023-12-18 12:39:03,"0,627s",PASSED
"click(findTestObject(""MenuTopbar/img_Logo""))",Chrome 120.0.0.0,,,2023-12-18 12:39:03,2023-12-18 12:39:03,"0,395s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Home - RisQIT/h1_Ga voor duurzaamheid en vertrouwen, same_4bc4a8""), ""Ga voor duurzaamheid en vertrouwen, samen met ons!"")",Chrome 120.0.0.0,,,2023-12-18 12:39:03,2023-12-18 12:39:04,"0,631s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 12:39:04,2023-12-18 12:39:04,"0,144s",PASSED
,,,,,,,
Test Cases/Menu/RT012 MenuClicks - AlgVoorwaarden,Chrome 120.0.0.0,,,2023-12-18 12:39:04,2023-12-18 12:39:22,"17,900s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:39:04,2023-12-18 12:39:04,"0,618s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:39:04,2023-12-18 12:39:05,"0,138s",PASSED
navigateToUrl(URL + ALGVOORW),Chrome 120.0.0.0,,,2023-12-18 12:39:05,2023-12-18 12:39:05,"0,366s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:39:05,2023-12-18 12:39:05,"0,598s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SoftwareTesting""))",Chrome 120.0.0.0,,,2023-12-18 12:39:05,2023-12-18 12:39:07,"1,024s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Software Testing - RisQIT/h1_Software Testing""), ""Software Testing"")",Chrome 120.0.0.0,,,2023-12-18 12:39:07,2023-12-18 12:39:07,"0,539s",PASSED
navigateToUrl(URL + ALGVOORW),Chrome 120.0.0.0,,,2023-12-18 12:39:07,2023-12-18 12:39:07,"0,096s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:39:07,2023-12-18 12:39:08,"0,670s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SHT""))",Chrome 120.0.0.0,,,2023-12-18 12:39:08,2023-12-18 12:39:08,"0,559s",PASSED
"verifyElementText(findTestObject(""Page_Security en HackersTest (SHT) - RisQIT/h1_Security en HackersTest (SHT)""), ""Security En HackersTest (SHT)"")",Chrome 120.0.0.0,,,2023-12-18 12:39:08,2023-12-18 12:39:09,"0,529s",PASSED
navigateToUrl(URL + ALGVOORW),Chrome 120.0.0.0,,,2023-12-18 12:39:09,2023-12-18 12:39:09,"0,092s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:39:09,2023-12-18 12:39:10,"0,691s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_UXLab""))",Chrome 120.0.0.0,,,2023-12-18 12:39:10,2023-12-18 12:39:10,"0,524s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_UX Lab - RisQIT/h1_UX Lab""), ""UX Lab"")",Chrome 120.0.0.0,,,2023-12-18 12:39:10,2023-12-18 12:39:11,"0,424s",PASSED
navigateToUrl(URL + ALGVOORW),Chrome 120.0.0.0,,,2023-12-18 12:39:11,2023-12-18 12:39:11,"0,105s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:39:11,2023-12-18 12:39:11,"0,546s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:39:11,2023-12-18 12:39:12,"0,599s",PASSED
navigateToUrl(URL + ALGVOORW),Chrome 120.0.0.0,,,2023-12-18 12:39:12,2023-12-18 12:39:12,"0,105s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:39:12,2023-12-18 12:39:13,"0,652s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_MissieVisie""))",Chrome 120.0.0.0,,,2023-12-18 12:39:13,2023-12-18 12:39:13,"0,631s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Missie  Visie - RisQIT/h1_Missie  Visie""), ""Missie & Visie"")",Chrome 120.0.0.0,,,2023-12-18 12:39:13,2023-12-18 12:39:14,"0,540s",PASSED
navigateToUrl(URL + ALGVOORW),Chrome 120.0.0.0,,,2023-12-18 12:39:14,2023-12-18 12:39:14,"0,111s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:39:14,2023-12-18 12:39:15,"0,696s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_HetGilde""))",Chrome 120.0.0.0,,,2023-12-18 12:39:15,2023-12-18 12:39:15,"0,623s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Het Gilde - RisQIT/h1_Het Gilde""), ""Het Gilde"")",Chrome 120.0.0.0,,,2023-12-18 12:39:15,2023-12-18 12:39:16,"0,537s",PASSED
navigateToUrl(URL + ALGVOORW),Chrome 120.0.0.0,,,2023-12-18 12:39:16,2023-12-18 12:39:16,"0,115s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:39:16,2023-12-18 12:39:17,"0,685s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_SuperTester""))",Chrome 120.0.0.0,,,2023-12-18 12:39:17,2023-12-18 12:39:17,"0,594s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_SuperTester - RisQIT/h1_Whitepaper SuperTester""), ""Whitepaper SuperTester"")",Chrome 120.0.0.0,,,2023-12-18 12:39:17,2023-12-18 12:39:18,"0,539s",PASSED
navigateToUrl(URL + ALGVOORW),Chrome 120.0.0.0,,,2023-12-18 12:39:18,2023-12-18 12:39:18,"0,122s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Blog""))",Chrome 120.0.0.0,,,2023-12-18 12:39:18,2023-12-18 12:39:18,"0,486s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Blog - RisQIT/h1_Blog""), ""Blog"")",Chrome 120.0.0.0,,,2023-12-18 12:39:18,2023-12-18 12:39:18,"0,149s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Vacatures""))",Chrome 120.0.0.0,,,2023-12-18 12:39:18,2023-12-18 12:39:19,"0,445s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Vacatures - RisQIT/h1_Vacatures""), ""Vacatures"")",Chrome 120.0.0.0,,,2023-12-18 12:39:19,2023-12-18 12:39:20,"0,597s",PASSED
navigateToUrl(URL + ALGVOORW),Chrome 120.0.0.0,,,2023-12-18 12:39:20,2023-12-18 12:39:20,"0,100s",PASSED
"click(findTestObject(""Object Repository/MenuTopbar/Page_Vacatures - RisQIT/div_Contact opnemen""))",Chrome 120.0.0.0,,,2023-12-18 12:39:20,2023-12-18 12:39:20,"0,588s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Contact - RisQIT/h1_Contact""), ""Contact"")",Chrome 120.0.0.0,,,2023-12-18 12:39:20,2023-12-18 12:39:20,"0,149s",PASSED
"click(findTestObject(""MenuTopbar/img_Logo""))",Chrome 120.0.0.0,,,2023-12-18 12:39:20,2023-12-18 12:39:21,"0,471s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Home - RisQIT/h1_Ga voor duurzaamheid en vertrouwen, same_4bc4a8""), ""Ga voor duurzaamheid en vertrouwen, samen met ons!"")",Chrome 120.0.0.0,,,2023-12-18 12:39:21,2023-12-18 12:39:21,"0,625s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 12:39:21,2023-12-18 12:39:22,"0,137s",PASSED
,,,,,,,
Test Cases/Menu/RT013 MenuClicks - Privacybeleid,Chrome 120.0.0.0,,,2023-12-18 12:39:22,2023-12-18 12:39:41,"19,002s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:39:22,2023-12-18 12:39:22,"0,633s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:39:22,2023-12-18 12:39:22,"0,138s",PASSED
navigateToUrl(URL + PRIVACYBELEID),Chrome 120.0.0.0,,,2023-12-18 12:39:22,2023-12-18 12:39:23,"0,377s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:39:23,2023-12-18 12:39:23,"0,699s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SoftwareTesting""))",Chrome 120.0.0.0,,,2023-12-18 12:39:23,2023-12-18 12:39:24,"0,996s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Software Testing - RisQIT/h1_Software Testing""), ""Software Testing"")",Chrome 120.0.0.0,,,2023-12-18 12:39:24,2023-12-18 12:39:25,"0,523s",PASSED
navigateToUrl(URL + PRIVACYBELEID),Chrome 120.0.0.0,,,2023-12-18 12:39:25,2023-12-18 12:39:25,"0,127s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:39:25,2023-12-18 12:39:26,"0,552s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SHT""))",Chrome 120.0.0.0,,,2023-12-18 12:39:26,2023-12-18 12:39:26,"0,558s",PASSED
"verifyElementText(findTestObject(""Page_Security en HackersTest (SHT) - RisQIT/h1_Security en HackersTest (SHT)""), ""Security En HackersTest (SHT)"")",Chrome 120.0.0.0,,,2023-12-18 12:39:26,2023-12-18 12:39:27,"0,544s",PASSED
navigateToUrl(URL + PRIVACYBELEID),Chrome 120.0.0.0,,,2023-12-18 12:39:27,2023-12-18 12:39:27,"0,092s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:39:27,2023-12-18 12:39:28,"0,656s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_UXLab""))",Chrome 120.0.0.0,,,2023-12-18 12:39:28,2023-12-18 12:39:28,"0,542s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_UX Lab - RisQIT/h1_UX Lab""), ""UX Lab"")",Chrome 120.0.0.0,,,2023-12-18 12:39:28,2023-12-18 12:39:29,"0,514s",PASSED
navigateToUrl(URL + PRIVACYBELEID),Chrome 120.0.0.0,,,2023-12-18 12:39:29,2023-12-18 12:39:29,"0,103s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:39:29,2023-12-18 12:39:29,"0,543s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:39:29,2023-12-18 12:39:30,"0,593s",PASSED
navigateToUrl(URL + PRIVACYBELEID),Chrome 120.0.0.0,,,2023-12-18 12:39:30,2023-12-18 12:39:30,"0,105s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:39:30,2023-12-18 12:39:31,"0,662s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_MissieVisie""))",Chrome 120.0.0.0,,,2023-12-18 12:39:31,2023-12-18 12:39:31,"0,632s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Missie  Visie - RisQIT/h1_Missie  Visie""), ""Missie & Visie"")",Chrome 120.0.0.0,,,2023-12-18 12:39:31,2023-12-18 12:39:32,"0,536s",PASSED
navigateToUrl(URL + PRIVACYBELEID),Chrome 120.0.0.0,,,2023-12-18 12:39:32,2023-12-18 12:39:32,"0,122s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:39:32,2023-12-18 12:39:33,"0,714s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_HetGilde""))",Chrome 120.0.0.0,,,2023-12-18 12:39:33,2023-12-18 12:39:33,"0,561s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Het Gilde - RisQIT/h1_Het Gilde""), ""Het Gilde"")",Chrome 120.0.0.0,,,2023-12-18 12:39:33,2023-12-18 12:39:34,"0,537s",PASSED
navigateToUrl(URL + PRIVACYBELEID),Chrome 120.0.0.0,,,2023-12-18 12:39:34,2023-12-18 12:39:34,"0,112s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:39:34,2023-12-18 12:39:34,"0,689s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_SuperTester""))",Chrome 120.0.0.0,,,2023-12-18 12:39:34,2023-12-18 12:39:36,"1,269s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_SuperTester - RisQIT/h1_Whitepaper SuperTester""), ""Whitepaper SuperTester"")",Chrome 120.0.0.0,,,2023-12-18 12:39:36,2023-12-18 12:39:36,"0,496s",PASSED
navigateToUrl(URL + PRIVACYBELEID),Chrome 120.0.0.0,,,2023-12-18 12:39:36,2023-12-18 12:39:36,"0,104s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Blog""))",Chrome 120.0.0.0,,,2023-12-18 12:39:36,2023-12-18 12:39:37,"0,536s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Blog - RisQIT/h1_Blog""), ""Blog"")",Chrome 120.0.0.0,,,2023-12-18 12:39:37,2023-12-18 12:39:38,"0,627s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Vacatures""))",Chrome 120.0.0.0,,,2023-12-18 12:39:38,2023-12-18 12:39:38,"0,382s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Vacatures - RisQIT/h1_Vacatures""), ""Vacatures"")",Chrome 120.0.0.0,,,2023-12-18 12:39:38,2023-12-18 12:39:39,"0,623s",PASSED
navigateToUrl(URL + PRIVACYBELEID),Chrome 120.0.0.0,,,2023-12-18 12:39:39,2023-12-18 12:39:39,"0,121s",PASSED
"click(findTestObject(""Object Repository/MenuTopbar/Page_Vacatures - RisQIT/div_Contact opnemen""))",Chrome 120.0.0.0,,,2023-12-18 12:39:39,2023-12-18 12:39:39,"0,556s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Contact - RisQIT/h1_Contact""), ""Contact"")",Chrome 120.0.0.0,,,2023-12-18 12:39:39,2023-12-18 12:39:39,"0,153s",PASSED
"click(findTestObject(""MenuTopbar/img_Logo""))",Chrome 120.0.0.0,,,2023-12-18 12:39:39,2023-12-18 12:39:40,"0,479s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Home - RisQIT/h1_Ga voor duurzaamheid en vertrouwen, same_4bc4a8""), ""Ga voor duurzaamheid en vertrouwen, samen met ons!"")",Chrome 120.0.0.0,,,2023-12-18 12:39:40,2023-12-18 12:39:40,"0,602s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 12:39:40,2023-12-18 12:39:41,"0,140s",PASSED
